Tutor Name, Course Name, Timeslot
Tutor 402,Algebraic Geometry,83
Tutor 402,Algebraic Geometry,84
Tutor 402,Computing and Numerics,85
Tutor 402,Computing and Numerics,86
Tutor 402,Computing and Numerics,87
Tutor 402,Computing and Numerics,88
Tutor 402,Financial Mathematics,81
Tutor 402,Financial Mathematics,82
Tutor 402,Fundamentals of Pure Mathematics,62
Tutor 402,Fundamentals of Pure Mathematics,63
Tutor 402,Fundamentals of Pure Mathematics,64
Tutor 402,Fundamentals of Pure Mathematics,65
Tutor 402,Incomplete Data Analysis,74
Tutor 402,Incomplete Data Analysis,75
Tutor 410,Applied Statistics,87
Tutor 410,Applied Statistics,88
Tutor 410,Calculus & its Applications ,26
Tutor 410,Calculus & its Applications ,27
Tutor 410,Calculus & its Applications ,28
Tutor 410,Honours Algebra,66
Tutor 410,Honours Algebra,67
Tutor 410,Honours Algebra,72
Tutor 410,Honours Algebra,73
Tutor 410,Honours Complex Variables - Skills,30
Tutor 410,Honours Complex Variables - Skills,31
Tutor 410,Honours Complex Variables - Skills,32
Tutor 410,Honours Complex Variables - Skills,33
Tutor 410,Stochastic Control and Dynamic Asset Allocation,36
Tutor 410,Stochastic Control and Dynamic Asset Allocation,37
Tutor 370,Calculus & its Applications ,20
Tutor 370,Calculus & its Applications ,21
Tutor 370,Calculus & its Applications ,22
Tutor 370,Calculus & its Applications ,29
Tutor 370,Calculus & its Applications ,30
Tutor 370,Calculus & its Applications ,31
Tutor 370,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 370,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 370,Fundamentals of Pure Mathematics,62
Tutor 370,Fundamentals of Pure Mathematics,63
Tutor 370,Fundamentals of Pure Mathematics,64
Tutor 370,Fundamentals of Pure Mathematics,65
Tutor 370,Incomplete Data Analysis,74
Tutor 370,Incomplete Data Analysis,75
Tutor 252,Financial Mathematics,85
Tutor 252,Financial Mathematics,86
Tutor 252,Honours Algbra- Skills,30
Tutor 252,Honours Algbra- Skills,31
Tutor 252,Honours Algbra- Skills,32
Tutor 252,Honours Algbra- Skills,33
Tutor 252,Introduction to Number Theory,72
Tutor 252,Introduction to Number Theory,73
Tutor 252,Numerical Ordinary Differential Equations and Applications,15
Tutor 252,Numerical Ordinary Differential Equations and Applications,16
Tutor 252,Proofs & Problem Solving,11
Tutor 252,Proofs & Problem Solving,12
Tutor 252,Proofs & Problem Solving,13
Tutor 67,Algebraic Topology,41
Tutor 67,Algebraic Topology,42
Tutor 67,Applied Dynamical Systems,22
Tutor 67,Applied Dynamical Systems,23
Tutor 67,Computing and Numerics,85
Tutor 67,Computing and Numerics,86
Tutor 67,Computing and Numerics,87
Tutor 67,Computing and Numerics,88
Tutor 67,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 67,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 67,Statistics (Year 2),70
Tutor 67,Statistics (Year 2),71
Tutor 67,Statistics (Year 2),81
Tutor 67,Statistics (Year 2),82
Tutor 187,Applied Statistics,87
Tutor 187,Applied Statistics,88
Tutor 187,Calculus & its Applications ,32
Tutor 187,Calculus & its Applications ,33
Tutor 187,Calculus & its Applications ,34
Tutor 187,Computing and Numerics,77
Tutor 187,Computing and Numerics,78
Tutor 187,Computing and Numerics,79
Tutor 187,Computing and Numerics,80
Tutor 187,Linear Programming Modelling and Solution,62
Tutor 187,Linear Programming Modelling and Solution,63
Tutor 187,Numerical Methods for Data,58
Tutor 187,Numerical Methods for Data,59
Tutor 169,Honours Algbra- Skills,30
Tutor 169,Honours Algbra- Skills,31
Tutor 169,Honours Algbra- Skills,32
Tutor 169,Honours Algbra- Skills,33
Tutor 169,Linear Programming Modelling and Solution Computer Lab,60
Tutor 169,Linear Programming Modelling and Solution Computer Lab,61
Tutor 169,Linear Programming Modelling and Solution Computer Lab,62
Tutor 169,Linear Programming Modelling and Solution Computer Lab,63
Tutor 169,Multivariate Data Analysis,79
Tutor 169,Multivariate Data Analysis,80
Tutor 169,Multivariate Data Analysis,89
Tutor 169,Multivariate Data Analysis,90
Tutor 169,Numerical Methods for Data,58
Tutor 169,Numerical Methods for Data,59
Tutor 266,Linear Programming Modelling and Solution Computer Lab,60
Tutor 266,Linear Programming Modelling and Solution Computer Lab,61
Tutor 266,Linear Programming Modelling and Solution Computer Lab,62
Tutor 266,Linear Programming Modelling and Solution Computer Lab,63
Tutor 266,Numerical Ordinary Differential Equations and Applications,15
Tutor 266,Numerical Ordinary Differential Equations and Applications,16
Tutor 266,Numerical Ordinary Differential Equations and Applications,17
Tutor 266,Numerical Ordinary Differential Equations and Applications,18
Tutor 266,Proofs & Problem Solving,11
Tutor 266,Proofs & Problem Solving,12
Tutor 266,Proofs & Problem Solving,13
Tutor 266,Topics in Mathematical Physics B,68
Tutor 266,Topics in Mathematical Physics B,69
Tutor 257,Financial Mathematics,83
Tutor 257,Financial Mathematics,84
Tutor 257,Financial Mathematics,85
Tutor 257,Financial Mathematics,86
Tutor 257,Fundamentals of Pure Mathematics,62
Tutor 257,Fundamentals of Pure Mathematics,63
Tutor 257,Incomplete Data Analysis,74
Tutor 257,Incomplete Data Analysis,75
Tutor 257,Proofs & Problem Solving,1
Tutor 257,Proofs & Problem Solving,2
Tutor 257,Proofs & Problem Solving,3
Tutor 257,Statistical Computing,39
Tutor 257,Statistical Computing,40
Tutor 257,Statistical Computing,41
Tutor 257,Statistical Computing,42
Tutor 3,Calculus & its Applications ,29
Tutor 3,Calculus & its Applications ,30
Tutor 3,Calculus & its Applications ,31
Tutor 3,Calculus & its Applications ,32
Tutor 3,Calculus & its Applications ,33
Tutor 3,Calculus & its Applications ,34
Tutor 3,Fundamentals of Pure Mathematics,64
Tutor 3,Fundamentals of Pure Mathematics,65
Tutor 3,Honours Algbra- Skills,87
Tutor 3,Honours Algbra- Skills,88
Tutor 3,Honours Algbra- Skills,89
Tutor 3,Honours Algbra- Skills,90
Tutor 3,Introduction to Number Theory,72
Tutor 3,Introduction to Number Theory,73
Tutor 290,Bayesian Data Analysis,85
Tutor 290,Bayesian Data Analysis,86
Tutor 290,Bayesian Data Analysis,87
Tutor 290,Bayesian Data Analysis,88
Tutor 290,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 290,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 290,Risk-Neutral Asset Pricing,77
Tutor 290,Risk-Neutral Asset Pricing,78
Tutor 290,Statistics (Year 2) - Lab,70
Tutor 290,Statistics (Year 2) - Lab,71
Tutor 290,Statistics (Year 2) - Lab,72
Tutor 290,Statistics (Year 2) - Lab,73
Tutor 290,Statistics (Year 2) - Lab,81
Tutor 290,Statistics (Year 2) - Lab,82
Tutor 158,Computing and Numerics,85
Tutor 158,Computing and Numerics,86
Tutor 158,Computing and Numerics,87
Tutor 158,Computing and Numerics,88
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 158,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 158,Proofs & Problem Solving,11
Tutor 158,Proofs & Problem Solving,12
Tutor 158,Proofs & Problem Solving,13
Tutor 158,Statistics (Year 2) - Lab,72
Tutor 158,Statistics (Year 2) - Lab,73
Tutor 382,Financial Mathematics,83
Tutor 382,Financial Mathematics,84
Tutor 382,Honours Algebra,66
Tutor 382,Honours Algebra,67
Tutor 382,Honours Algebra,72
Tutor 382,Honours Algebra,73
Tutor 382,Honours Complex Variables - Skills,43
Tutor 382,Honours Complex Variables - Skills,44
Tutor 382,Honours Complex Variables - Skills,45
Tutor 382,Honours Complex Variables - Skills,46
Tutor 382,Numerical Partial Differential Equations,39
Tutor 382,Numerical Partial Differential Equations,40
Tutor 382,Statistical Research Skills,62
Tutor 382,Statistical Research Skills,63
Tutor 384,Honours Complex Variables - Skills,43
Tutor 384,Honours Complex Variables - Skills,44
Tutor 384,Honours Complex Variables - Skills,45
Tutor 384,Honours Complex Variables - Skills,46
Tutor 384,Machine Learning in Python,32
Tutor 384,Machine Learning in Python,33
Tutor 384,Statistical Computing,39
Tutor 384,Statistical Computing,40
Tutor 384,Statistical Computing,41
Tutor 384,Statistical Computing,42
Tutor 384,Time Series,47
Tutor 384,Time Series,48
Tutor 384,Time Series,49
Tutor 384,Time Series,50
Tutor 396,Calculus & its Applications ,23
Tutor 396,Calculus & its Applications ,24
Tutor 396,Calculus & its Applications ,25
Tutor 396,Calculus & its Applications ,26
Tutor 396,Calculus & its Applications ,27
Tutor 396,Calculus & its Applications ,28
Tutor 396,Calculus & its Applications ,29
Tutor 396,Calculus & its Applications ,30
Tutor 396,Calculus & its Applications ,31
Tutor 396,Honours Algebra,66
Tutor 396,Honours Algebra,67
Tutor 396,Proofs & Problem Solving,1
Tutor 396,Proofs & Problem Solving,2
Tutor 396,Proofs & Problem Solving,3
Tutor 403,Computing and Numerics,77
Tutor 403,Computing and Numerics,78
Tutor 403,Computing and Numerics,79
Tutor 403,Computing and Numerics,80
Tutor 403,Linear Programming Modelling and Solution Computer Lab,60
Tutor 403,Linear Programming Modelling and Solution Computer Lab,61
Tutor 403,Linear Programming Modelling and Solution Computer Lab,62
Tutor 403,Linear Programming Modelling and Solution Computer Lab,63
Tutor 403,Numerical Partial Differential Equations - Comp Labs,5
Tutor 403,Numerical Partial Differential Equations - Comp Labs,6
Tutor 403,Proofs & Problem Solving,1
Tutor 403,Proofs & Problem Solving,2
Tutor 403,Proofs & Problem Solving,3
Tutor 411,Classical Mechanics for Mathematicians,62
Tutor 411,Classical Mechanics for Mathematicians,63
Tutor 411,Financial Risk Theory,91
Tutor 411,Financial Risk Theory,92
Tutor 411,Financial Risk Theory,93
Tutor 411,Financial Risk Theory,94
Tutor 411,Optimization Methods in Finance,24
Tutor 411,Optimization Methods in Finance,25
Tutor 411,Optimization Methods in Finance,26
Tutor 411,Optimization Methods in Finance,27
Tutor 411,Statistics (Year 2),70
Tutor 411,Statistics (Year 2),71
Tutor 411,Statistics (Year 2),72
Tutor 411,Statistics (Year 2),73
Tutor 279,Fundamentals of Pure Mathematics,64
Tutor 279,Fundamentals of Pure Mathematics,65
Tutor 279,Honours Complex Variables,7
Tutor 279,Honours Complex Variables,8
Tutor 279,Incomplete Data Analysis,74
Tutor 279,Incomplete Data Analysis,75
Tutor 279,Mathematical Education,70
Tutor 279,Mathematical Education,71
Tutor 279,Proofs & Problem Solving,11
Tutor 279,Proofs & Problem Solving,12
Tutor 279,Proofs & Problem Solving,13
Tutor 279,Proofs & Problem Solving,14
Tutor 279,Proofs & Problem Solving,15
Tutor 279,Proofs & Problem Solving,16
Tutor 371,Applied Statistics,87
Tutor 371,Applied Statistics,88
Tutor 371,Computing and Numerics,77
Tutor 371,Computing and Numerics,78
Tutor 371,Computing and Numerics,79
Tutor 371,Computing and Numerics,80
Tutor 371,Financial Mathematics,81
Tutor 371,Financial Mathematics,82
Tutor 371,Financial Mathematics,83
Tutor 371,Financial Mathematics,84
Tutor 371,Financial Mathematics,85
Tutor 371,Financial Mathematics,86
Tutor 371,Multivariate Data Analysis,89
Tutor 371,Multivariate Data Analysis,90
Tutor 397,Bayesian Data Analysis,85
Tutor 397,Bayesian Data Analysis,86
Tutor 397,Bayesian Data Analysis,87
Tutor 397,Bayesian Data Analysis,88
Tutor 397,Computing and Numerics,77
Tutor 397,Computing and Numerics,78
Tutor 397,Computing and Numerics,79
Tutor 397,Computing and Numerics,80
Tutor 397,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 397,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 397,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 397,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 397,Numerical Ordinary Differential Equations and Applications,15
Tutor 397,Numerical Ordinary Differential Equations and Applications,16
Tutor 59,Honours Complex Variables - Skills,43
Tutor 59,Honours Complex Variables - Skills,44
Tutor 59,Honours Complex Variables - Skills,45
Tutor 59,Honours Complex Variables - Skills,46
Tutor 59,Introduction to Number Theory,72
Tutor 59,Introduction to Number Theory,73
Tutor 59,Statistical Computing,39
Tutor 59,Statistical Computing,40
Tutor 59,Statistical Computing,41
Tutor 59,Statistical Computing,42
Tutor 59,Statistics (Year 2) - Lab,70
Tutor 59,Statistics (Year 2) - Lab,71
Tutor 59,Statistics (Year 2) - Lab,81
Tutor 59,Statistics (Year 2) - Lab,82
Tutor 63,Honours Complex Variables - Skills,30
Tutor 63,Honours Complex Variables - Skills,31
Tutor 63,Honours Complex Variables - Skills,32
Tutor 63,Honours Complex Variables - Skills,33
Tutor 63,Honours Complex Variables - Skills,43
Tutor 63,Honours Complex Variables - Skills,44
Tutor 63,Honours Complex Variables - Skills,45
Tutor 63,Honours Complex Variables - Skills,46
Tutor 63,Linear Programming Modelling and Solution,62
Tutor 63,Linear Programming Modelling and Solution,63
Tutor 63,Proofs & Problem Solving,4
Tutor 63,Proofs & Problem Solving,5
Tutor 63,Proofs & Problem Solving,6
Tutor 179,Calculus & its Applications ,20
Tutor 179,Calculus & its Applications ,21
Tutor 179,Calculus & its Applications ,22
Tutor 179,Linear Programming Modelling and Solution,62
Tutor 179,Linear Programming Modelling and Solution,63
Tutor 179,Numerical Ordinary Differential Equations and Applications,15
Tutor 179,Numerical Ordinary Differential Equations and Applications,16
Tutor 179,Numerical Ordinary Differential Equations and Applications,17
Tutor 179,Numerical Ordinary Differential Equations and Applications,18
Tutor 179,Optimization Methods in Finance,24
Tutor 179,Optimization Methods in Finance,25
Tutor 179,Optimization Methods in Finance,26
Tutor 179,Optimization Methods in Finance,27
Tutor 352,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 352,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 352,Linear Programming Modelling and Solution Computer Lab,60
Tutor 352,Linear Programming Modelling and Solution Computer Lab,61
Tutor 352,Linear Programming Modelling and Solution Computer Lab,62
Tutor 352,Linear Programming Modelling and Solution Computer Lab,63
Tutor 352,Machine Learning in Python,32
Tutor 352,Machine Learning in Python,33
Tutor 352,Machine Learning in Python,39
Tutor 352,Machine Learning in Python,40
Tutor 352,Topics in Applied Operational Research,49
Tutor 352,Topics in Applied Operational Research,50
Tutor 352,Topics in Applied Operational Research,51
Tutor 352,Topics in Applied Operational Research,52
Tutor 372,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 372,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 372,Fundamentals of Pure Mathematics,64
Tutor 372,Fundamentals of Pure Mathematics,65
Tutor 372,Incomplete Data Analysis,74
Tutor 372,Incomplete Data Analysis,75
Tutor 372,Maths in Action A,28
Tutor 372,Maths in Action A,29
Tutor 372,Maths in Action A,30
Tutor 372,Maths in Action A,31
Tutor 372,Statistics (Year 2) - Lab,70
Tutor 372,Statistics (Year 2) - Lab,71
Tutor 372,Statistics (Year 2) - Lab,72
Tutor 372,Statistics (Year 2) - Lab,73
Tutor 240,Computing and Numerics,77
Tutor 240,Computing and Numerics,78
Tutor 240,Computing and Numerics,79
Tutor 240,Computing and Numerics,80
Tutor 240,Fundamentals of Pure Mathematics,62
Tutor 240,Fundamentals of Pure Mathematics,63
Tutor 240,Honours Algebra,66
Tutor 240,Honours Algebra,67
Tutor 240,Honours Algebra,72
Tutor 240,Honours Algebra,73
Tutor 240,Operational Research in the Energy Industry ,64
Tutor 240,Operational Research in the Energy Industry ,65
Tutor 240,Statistics (Year 2) - Lab,81
Tutor 240,Statistics (Year 2) - Lab,82
Tutor 190,Calculus & its Applications ,26
Tutor 190,Calculus & its Applications ,27
Tutor 190,Calculus & its Applications ,28
Tutor 190,Honours Algbra- Skills,30
Tutor 190,Honours Algbra- Skills,31
Tutor 190,Honours Algbra- Skills,32
Tutor 190,Honours Algbra- Skills,33
Tutor 190,Honours Algebra,72
Tutor 190,Honours Algebra,73
Tutor 190,Honours Complex Variables,7
Tutor 190,Honours Complex Variables,8
Tutor 190,Honours Complex Variables,9
Tutor 190,Honours Complex Variables,10
